Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,EMA_9,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Middle,BB_Std,BB_Upper,BB_Lower,BB_Width,BB_Position,ROC_10,ATR,OBV,Volume_MA_20,Daily_Return,Daily_Range,Daily_Range_Pct,Distance_SMA_20,Distance_SMA_50,Volume_Ratio,Volatility,SMA_Cross
2021-08-12,240.75,240.93333435058597,233.13333129882807,235.44667053222656,52377300,226.84466781616212,218.68613464355468,220.34858337402343,233.4738758353729,227.71520820272409,235.17323354771887,5.758667632648809,4.7367060522727815,1.0219615803760274,76.73740916651226,226.84466781616212,10.106427252433189,247.0575223210285,206.63181331129573,40.42570900973277,0.8439724997894306,6.628770535415526,7.618570600237173,1823792100,58082280.0,2.0386528392057013,7.800003051757898,3.2398766570126263,6.129891576339343,10.08928407482628,0.9017776161679604,1.7777228088318089,-1.6624487304687534
2021-08-13,239.05667114257807,243.3000030517578,238.1133270263672,241.23666381835935,50194500,228.0605010986328,219.64833465576172,220.83606674194337,234.33276742109678,228.5553165686392,235.94992106669073,5.7774508524575765,4.94485501230974,0.8325958401478362,71.52462850743771,228.0605010986328,10.035995029054892,248.1324911567426,207.98851104052304,40.14398011621955,0.7739182814486903,4.361178203228248,7.398095267159609,1773597600,58136355.0,-0.7033557040174165,5.186676025390625,2.1696428719603436,4.821602158626133,8.836095441940671,0.8633926223960894,1.7662958942988534,-1.1877320861816543
2021-08-16,228.72332763671875,236.5,225.46665954589844,235.02333068847656,68032200,228.72633438110353,220.22913452148438,221.3029833984375,233.46977668503862,228.56776183294141,234.50460238069635,4.90201485209721,4.9362869802672344,-0.03427212817002445,63.22448294260538,228.72633438110353,9.58385633789934,247.8940470569022,209.55862170530486,38.33542535159734,0.49992156747036975,-3.3114024931209762,7.434048243931367,1705565400,58343400.0,-4.322549735370618,11.033340454101562,4.823880698179512,-0.0013145597742003595,3.8569797468852687,1.1660650562017298,2.0763079300195226,-1.0738488769531216
2021-08-17,221.90333557128903,224.8600006103516,216.27999877929688,224.22000122070312,71163900,228.81316757202148,220.6330010986328,221.72778343200685,231.6903242060002,228.0741006283746,231.98434901881492,3.616223577625618,4.672274299738912,-1.0560507221132935,55.35908458767598,228.81316757202148,9.509802234354236,247.83277204072996,209.793563103313,38.03920893741696,0.31834974507223124,-6.203680000918455,7.952142987932477,1634401500,59578530.0,-2.981764971635037,8.580001831054716,3.866549283256849,-3.01985767429993,0.5757681155269853,1.194455452324856,2.1509009017801834,-1.0947823333740416
2021-08-18,229.663330078125,231.92333984375,223.11666870117188,223.25,61048200,229.37483444213868,221.20233428955078,222.2293667602539,231.37847895555785,228.1918213283561,231.52014523067697,3.186657627201754,4.37515096523148,-1.1884933380297262,53.471303207268505,229.37483444213868,9.190651698143503,247.75613783842567,210.99353104585168,36.76260679257399,0.5078475293554156,-3.084734316513465,7.793810163225446,1695449700,60537945.0,3.497015710402862,8.806671142578125,3.8346004734766943,0.12577475497169127,3.8250029393898246,1.0084286805572935,2.2718511486473734,-1.0270324707031193
2021-08-19,224.4900054931641,228.8500061035156,222.52999877929688,226.07000732421875,42940500,229.7783348083496,221.70026763916016,222.68430015563965,230.31871380749726,227.91761274797153,230.1141172831744,2.401101059525729,3.98034098409033,-1.5792399245646012,46.03935084313803,229.7783348083496,8.758968378873522,247.29627156609664,212.26039805060256,35.035873515494075,0.34905958423309114,-5.7596242114141205,7.624048505510601,1652509200,60419115.0,-2.2525688289902868,6.320007324218722,2.8152733616513594,-2.301491704862569,1.2583376121784906,0.7107105094141151,2.327609468243533,-0.9840325164794876
2021-08-20,226.7533264160156,230.7100067138672,224.5666656494141,227.61666870117188,44525700,230.39300079345702,222.16786743164062,223.11156677246095,229.77019267034623,227.8313693159748,229.44195910974264,1.9388233543714364,3.5720374581465517,-1.6332141037751153,40.6723570913792,230.39300079345702,8.028286272131275,246.44957333771958,214.33642824919446,32.11314508852513,0.38666091821875226,-2.694899376135798,7.122143336704797,1697034900,60454665.0,1.0082056516856452,6.143341064453097,2.709261716929411,-1.5797677728518855,2.063961380817544,0.7365138819311959,2.3187010417587404,-0.9436993408203307
2021-08-23,235.43333435058597,237.3766632080078,226.9166717529297,228.47999572753903,60794700,231.2043342590332,222.81060089111327,223.58710014343262,230.64144523653698,228.3944778370571,230.64023415791132,2.246967399479871,3.3070234464132158,-1.0600560469333447,49.063281710035675,231.2043342590332,7.649285634992449,246.5029055290181,215.9057629890483,30.59714253996981,0.6382155240813195,-1.045168055437519,7.365715026855473,1757829600,59693910.0,3.827951753459824,10.459991455078125,4.442867652505849,1.8291179986335115,5.665230204033866,1.0184405745912775,2.4147752384258183,-0.7764992523193541
2021-08-24,236.163330078125,238.4066619873047,234.2133331298828,236.8933258056641,39249300,232.26616744995118,223.4159341430664,224.03776679992677,231.49096598139667,228.96994837343252,231.74485334195407,2.521017607964154,3.149822278723404,-0.6288046707592496,49.34192877200864,232.26616744995118,6.683834438880843,245.63383632771286,218.8984985721895,26.735337755523346,0.6457682212138386,-0.21127058418173397,7.285000392368867,1797078900,56734380.0,0.31006472789956163,4.193328857421875,1.7756054066627038,1.6778864829780167,5.705678954346954,0.6918080359739545,2.351662122596237,-0.6218326568603629
2021-08-25,237.0666656494141,238.9900054931641,234.6666717529297,235.6766662597656,37936800,233.3365005493164,224.16153411865236,224.50651679992677,232.34876593032243,229.5697052086904,232.8092158034461,2.779060721632021,3.0756699673051275,-0.2966092456731064,49.06604983327752,233.3365005493164,5.492420910306663,244.32134236992974,222.3516587287031,21.969683641226652,0.6697869282513441,0.4775210631302924,7.355000087193086,1835015700,56230230.0,0.38250458739308435,4.323333740234403,1.823678469679058,1.5986204864289102,5.75706781339694,0.6746691237080126,2.3515349061326805,-0.34498268127441634
2021-08-26,233.72000122070312,238.46665954589844,232.5399932861328,236.10333251953125,39642900,233.73333358764648,224.80346740722655,224.97301681518556,232.55972520576563,229.87713454291358,232.99137288689752,2.68259066285205,2.997054106414512,-0.31446344356246225,50.57819235389722,233.73333358764648,5.1967316540419315,244.12679689573034,223.33987027956263,20.786926616167705,0.49935861769324813,-2.9200410298221704,7.333095005580363,1795372800,53653185.0,-1.411697599720818,5.926666259765625,2.53579763341223,-0.005704093095630255,3.966368453438697,0.7388731908459861,2.1675935168734957,-0.16954940795901052
2021-08-27,237.30667114257807,238.3333282470703,234.0333404541016,235.0,41501400,234.14533386230468,225.4389340209961,225.47561683654786,233.29002458065986,230.42747058733318,233.85443253803365,2.862553993326685,2.970154083796947,-0.10760009047026209,49.47199782257388,234.14533386230468,5.133534972212751,244.4124038067302,223.87826391787917,20.53413988885103,0.6539551837761575,-0.732043992596327,7.188095092773447,1836874200,51279795.0,1.534601190801821,4.299987792968722,1.811996170299491,1.3501602735899465,5.264280179960696,0.8093129077446585,2.170124629948225,-0.036682815551756676
2021-08-30,243.6366729736328,243.6666717529297,237.57666015625,238.2400054931641,55812600,234.49933395385742,226.15626739501954,225.99858352661133,234.88181664111727,231.40593002335538,235.8108806251535,3.475886617761887,3.071300590589935,0.4045860271719519,55.52096433399415,234.49933395385742,5.536838801006542,245.5730115558705,223.42565635184434,22.147355204026155,0.9125702114586722,6.520255494271633,7.292143685477135,1892686800,49028055.0,2.6674352644943333,6.0900115966796875,2.49962845180486,3.89653090510413,7.7293482864575385,1.138380871931387,2.1290587319816066,0.15768386840821336
2021-08-31,245.2400054931641,246.79666137695312,242.14666748046875,244.3333282470703,62566200,234.93233413696288,226.92220092773437,226.53851692199706,236.47538415681677,232.43067635445232,237.6967055987556,4.0447078023644565,3.26598203294484,0.7787257694196166,57.261847826527294,234.93233413696288,6.025202147239912,246.9827384314427,222.88192984248306,24.100808588959637,0.9276898560541683,10.516592669413876,7.363095964704251,1955253000,48913320.0,0.6580834075438302,4.649993896484375,1.8960992465864184,4.387506468220741,8.072284020928922,1.2791239686858304,2.1314393257482083,0.3836840057373081
2021-09-01,244.69667053222656,247.3300018310547,243.7566680908203,244.69332885742188,39612900,235.3185012817383,227.6580676269531,227.08116691589356,237.74019744534135,233.33926851576894,239.09669858544981,4.400928929572416,3.4929714122703555,0.9079575173020604,53.30173324751644,235.3185012817383,6.398816777493568,248.11613483672542,222.52086772675116,25.59526710997426,0.866402476293505,6.545816630363952,7.0611910138811425,1915640100,48343575.0,-0.22155233598405433,3.573333740234375,1.460311549177277,3.9853089321099016,7.48429567327848,0.8194036125793345,2.1335401368436484,0.576900711059551
2021-09-02,244.1300048828125,246.9900054931641,243.51333618164065,244.8333282470703,38331900,235.61450119018554,228.16353424072267,227.62166694641112,238.72324474341383,234.1385823207351,240.10335984492238,4.5846624226787185,3.7113096143520283,0.8733528083266902,54.32583144029586,235.61450119018554,6.67075999780672,248.956021185799,222.27298119457208,26.683039991226906,0.8191354394187008,8.74871883338542,6.939047677176343,1877308200,48322230.0,-0.2315788147756681,3.4766693115234375,1.424105698597889,3.614167909704904,6.997818777318068,0.7932560231595271,2.1338777465071894,0.5418672943115439
2021-09-03,244.52333068847656,244.6666717529297,241.3999938964844,244.0833282470703,45738300,236.1890007019043,228.52186737060546,228.1082669067383,239.61556565803886,234.90782294056783,240.98735401363325,4.707742717471035,3.91059623497583,0.7971464824952053,66.22178022879422,236.1890007019043,6.926629006664086,250.04225871523246,222.33574268857612,27.706516026656345,0.8008075782084562,7.83671161668386,6.201666695731033,1923046500,48265695.0,0.16111325842673718,3.266677856445284,1.3359370851229904,3.5286698202729108,7.002158481367876,0.9476357897674529,2.0631057759730593,0.4136004638671693
2021-09-07,250.97332763671875,253.3999938964844,246.4199981689453,246.6666717529297,60119400,236.84166717529297,229.0622006225586,228.55206687927247,241.3629136547588,236.09786032546788,242.98454873825037,5.265053329290936,4.181487653838851,1.0835656754520846,80.07449753784941,236.84166717529297,7.67307698761034,252.18782115051366,221.49551320007228,30.692307950441375,0.9604300362241921,6.600591767940574,5.946904863630031,1983165900,49064370.0,2.637783858939624,6.979995727539091,2.7811703312323934,5.966712120366284,9.565579547655094,1.225316864355947,2.0917779594903587,0.5101337432861328
2021-09-08,251.2899932861328,254.8166656494141,246.92333984375,253.8600006103516,56379000,237.57300033569337,229.49653381347656,228.97640014648437,242.8901566749702,237.22320350773936,244.64563764782685,5.666953167230844,4.47858075651725,1.188372410713594,76.44710094654056,237.57300033569337,8.32457192878579,254.22214419326494,220.9238564781218,33.29828771514315,0.911942892312788,6.405170185821725,5.794999258858825,2039544900,49868475.0,0.12617502122473923,7.893325805664091,3.1411222159874503,5.773801286786453,9.496204195558308,1.130553922092063,2.083436969561783,0.5201336669921943
2021-09-09,251.6199951171875,254.0333404541016,250.5433349609375,251.1366729736328,42233100,238.35699996948242,229.9905337524414,229.41848342895508,244.23320874300362,238.28963251584662,246.04050914169898,5.943576227156996,4.771579850645199,1.171996376511797,87.6352537005716,238.35699996948242,8.88235900951991,256.1217179885222,220.5922819504426,35.52943603807961,0.8732959660122418,6.1389185307459435,5.534761701311394,2081778000,50510040.0,0.1313231087076927,3.490005493164091,1.3870143712301892,5.5643405267742025,9.40450070350624,0.8361327767707173,2.078806460019229,0.5720503234863088
2021-09-10,245.42333984375,254.20333862304688,244.83999633789065,253.1999969482422,45552600,238.5906669616699,230.36766723632812,229.77585014343262,244.41630583542616,238.81805528087648,245.9170752821092,5.598250554549679,4.9369139914260955,0.6613365631235837,73.35114565004136,238.5906669616699,9.009189561990926,256.60904608565176,220.57228783768807,36.03675824796369,0.689602872574316,5.007418518706641,5.759286063058046,2036225400,50168805.0,-2.4627038366134335,9.363342285156222,3.815180044048557,2.863763687444561,6.53549727183575,0.9079865466199564,2.1286151051178064,0.5918170928954964
2021-09-13,247.6666717529297,248.25999450683597,236.2833404541016,246.73666381835935,68857500,239.0211669921875,230.80153411865234,230.08855018615722,244.9163621304267,239.4735083528804,246.2669945762733,5.442853777546304,5.038101948650137,0.4047518288961669,68.23694904088839,239.0211669921875,9.235499394535006,257.4921657812575,220.55016820311747,36.94199757814002,0.7340291626746813,4.3656592376735786,5.855951581682485,2105082900,51101955.0,0.914066245943812,11.976654052734375,4.835795615116996,3.6170456656772916,7.307203437221165,1.3474533410708065,2.1265022990436235,0.7129839324951206
2021-09-14,248.163330078125,251.4900054931641,245.46665954589844,247.52333068847656,55574700,239.9931671142578,231.23880065917967,230.3727001953125,245.41589566084184,240.11719885104668,246.64626167664366,5.29869680979516,5.090220920879142,0.2084758889160181,68.01442561426136,239.9931671142578,9.11687994302592,258.2269270003096,221.75940722820596,36.46751977210366,0.7240394470181954,1.85795391524743,5.986667088099899,2160657600,50479080.0,0.20053498586631857,6.023345947265653,2.427170019587272,3.4043314908117717,7.319069883903352,1.1009451836285447,1.8418321018700654,0.8661004638671841
2021-09-15,251.94332885742188,252.2866668701172,246.1199951171875,248.3333282470703,46073100,241.49516677856445,231.8804672241211,230.65615020751954,246.4201161526234,240.99320848114854,247.7056751127993,5.426907671474851,5.157558270998284,0.26934940047656664,70.5573588258636,241.49516677856445,8.428263224409283,258.351693227383,224.6386403297459,33.71305289763711,0.8099144450246366,2.7333727018875944,6.118334089006704,2206730700,49224540.0,1.5231899000174076,6.1666717529296875,2.447642404701055,4.326447695923337,8.652243060175167,0.9359782742510139,1.6708343772969685,1.2243170166015602
2021-09-16,252.3300018310547,252.97000122070312,249.20333862304688,250.94332885742188,41770200,242.62850036621094,232.62940063476563,230.9718002319336,247.3293293339205,241.83297095151195,248.6305404564504,5.496358382408545,5.225318293280337,0.2710400891282081,78.0074430849258,242.62850036621094,8.276120337928893,259.18074104206875,226.07625969035317,33.10448135171558,0.7930570445061804,3.119507626411621,5.964048113141749,2248500900,48260640.0,0.15347617076681974,3.76666259765625,1.4927525741382848,3.9985003617467854,8.4686635234123,0.8655127656823449,1.5325266341109036,1.6576004028320312
2021-09-17,253.163330078125,253.67999267578125,250.0,252.38333129882807,84612600,244.062166595459,233.3406005859375,231.26301689147948,248.22686790995195,242.67225681274255,249.53709838078535,5.554611097209403,5.2911768540661495,0.26343424314325325,76.02014142061616,244.062166595459,7.406465357593726,258.8750973106464,229.24923588027153,29.625861430374897,0.8072033366541961,3.7002109591767245,5.8973813738141825,2333113500,50344245.0,0.33025333532406,3.67999267578125,1.4536041513775402,3.7290349461461125,8.495190910802062,1.6806806815754214,1.3923001384026004,2.0775836944580135
2021-09-20,243.38999938964844,247.3333282470703,239.5399932861328,244.85333251953125,74273100,244.8940002441406,233.8287338256836,231.53193351745605,247.4827342914437,242.7254229295504,248.307678582558,4.757311361893301,5.18440375563158,-0.42709239373827934,49.636317333935644,244.8940002441406,6.195396290731397,257.2847928256034,232.50320766267782,24.78158516292558,0.43930973968758735,-0.46348595679485177,6.416191101074223,2258840400,51831615.0,-3.860484330594227,7.7933349609375,3.2019947329310674,-0.6141436102937606,4.089003694085195,1.4329690479449657,1.7089862945996144,2.296800308227546
2021-09-21,246.4600067138672,248.2466735839844,243.47999572753903,244.92999267578125,48992100,245.4453338623047,234.18660064697266,231.7752668762207,247.32539158720115,243.00205876542572,247.93814420881984,4.323332821775438,5.012189568860352,-0.6888567470849143,51.724140905401434,245.4453338623047,5.78630220401851,257.0179382703417,233.87272945426767,23.145208816074017,0.5438394338813584,-1.7983269239608388,6.430953979492194,2307832500,51241485.0,1.2613531089680885,4.766677856445369,1.9340573426094816,0.4134007502182656,5.240866058513832,0.956102267527961,1.5216368666924516,2.411333770751952
2021-09-22,250.64666748046875,251.22332763671875,246.3733367919922,247.8433380126953,45378900,246.16950073242188,234.7426007080078,232.03010025024415,247.83635710924233,243.5683260776511,248.47984886314964,4.268031031591221,4.863357861406526,-0.5953268298153054,57.62364654217455,246.16950073242188,5.460646263906351,257.0907932602346,235.24820820460917,21.84258505562542,0.7049742160392231,-0.2560093210442868,6.522143772670207,2353211400,51547965.0,1.69871810945057,4.8499908447265625,1.9349911544722573,1.8187333259100207,6.775108874355416,0.8803237916375555,1.5562806635297715,2.7125004577636673
2021-09-23,251.2133331298828,252.73333740234372,249.30667114257807,251.6666717529297,35842500,246.8768341064453,235.41100067138672,232.21656692504882,248.35589188164857,244.13462289633495,249.0265457164963,4.221268985313628,4.734940086187947,-0.5136711008743191,59.075767831077364,246.8768341064453,5.125409988406409,257.1276540832581,236.6260141296325,20.501639953625613,0.7115196166378204,-0.16161751657108647,6.518572126116079,2389053900,51443250.0,0.22608146164888598,3.4266662597656534,1.364046333477846,1.7565435165811278,6.71265676345974,0.6967386391800674,1.5562882078000717,3.194433746337893
2021-09-24,258.1300048828125,258.26666259765625,248.1866607666016,248.6300048828125,64119000,248.0973342895508,236.23626739501952,232.42408363342284,249.85960157413533,245.17131785829625,250.84723754975954,4.688283715839077,4.725608812118174,-0.03732509627909675,64.93707589252064,248.0973342895508,4.717637178634193,257.5326086468192,238.6620599322824,18.870548714536795,1.0316575975097693,5.177447689837593,7.005238124302464,2453172900,52667055.0,2.7533059916662994,10.080001831054659,3.905009739426008,4.0438445749492535,9.267729180288663,1.217440390392058,1.5931597229202064,3.8121837615966854
2021-09-27,263.78668212890625,266.3333435058594,256.4366760253906,257.7066650390625,84212100,249.42133483886718,237.21720092773438,232.73555038452147,252.00222935179238,246.5502337301933,253.4351264655889,5.451995621599082,4.870886174014355,0.5811094475847263,64.31553307689109,249.42133483886718,5.21901173250492,259.859358303877,238.98331137385733,20.87604693001967,1.1881258381049993,6.5087523734553026,7.0780955723353856,2537385000,54802590.0,2.191406322043732,9.89666748046875,3.751769194940814,5.759470134870164,11.200486767932976,1.5366445272020903,1.6219006547107602,4.481650543212908
2021-09-28,259.1866760253906,265.2133178710937,255.3933258056641,262.3999938964844,76144200,250.19883499145507,238.0928012084961,232.98636711120605,253.10752884003827,247.48626649280052,254.58543637754926,5.621262347237746,5.0209614086590335,0.6003009385787124,58.05181432923822,250.19883499145507,5.464396878479001,261.1276287484131,239.27004123449706,21.85758751391603,0.9112000479564948,4.441972125291571,7.215714590890065,2461240800,55819170.0,-1.7438356123178789,9.819992065429602,3.78877194461478,3.5922793302544798,8.85951809959293,1.3641227556769475,1.6177178264566137,5.106434097290048
2021-09-29,260.4366760253906,264.5,256.8933410644531,259.9333190917969,62828700,250.95866851806642,238.8982012939453,233.27190048217773,254.2350899454771,248.44555608780718,255.75568430711755,5.789533857669937,5.1746758984612145,0.6148579592087229,58.82432894720766,250.95866851806642,5.785687835853206,262.5300441897728,239.38729284636,23.14275134341281,0.9095454065370656,3.37113397940981,7.509761265345978,2524069500,55832295.0,0.4822778775393388,7.606658935546875,2.9207326140214147,3.776720510709073,9.015754247954314,1.12531107668062,1.616274433948106,5.626300811767578
2021-09-30,258.49334716796875,263.0433349609375,258.3333435058594,260.3333435058594,53868000,251.64850234985352,239.69946838378905,233.49798385620116,254.89020644124508,249.1898369085599,256.3032168792878,5.700369532685187,5.27981462530601,0.4205549073791772,64.2987445972141,251.64850234985352,5.82214845594381,263.29279926174115,240.0042054379659,23.288593823775244,0.7939140452150161,2.4425733334083177,7.1773790631975425,2470201500,56545050.0,-0.7461809477373404,4.709991455078125,1.8220938785003145,2.7200022071258787,7.840600945383962,0.9526563333129956,1.6296180734002832,6.201484527587894
2021-10-01,258.4066772460937,260.260009765625,254.52999877929688,259.4666748046875,51094200,252.3623359680176,240.53920196533204,233.7346006011963,255.43120194968333,249.8725658224513,256.72390895264897,5.558636127232035,5.335578925691214,0.22305720154082032,62.331601769523814,252.3623359680176,5.726231401908134,263.81479877183386,240.90987316420131,22.90492560763255,0.7638882737109595,2.07113216845055,6.731190272739953,2419107300,57183165.0,-0.033528879108346565,5.730010986328125,2.2174392114763917,2.39510434664946,7.428092857536303,0.8935182234141814,1.6268984949360559,6.804601364135749
2021-10-04,260.510009765625,268.989990234375,258.7066650390625,265.5,91449900,253.161669921875,241.4602020263672,233.99920066833496,256.21255699828976,250.66052463305675,257.4811291152442,5.5520323652330035,5.378869613599573,0.17316275163343064,63.67194179448963,253.161669921875,5.690068376425439,264.5418066747259,241.7815331690241,22.760273505701775,0.8228581520300776,7.033982669340805,7.056902204241071,2510557200,59468745.0,0.8139621398127517,10.2833251953125,3.9473819852696552,2.902627339287851,7.88941928292497,1.5377808965028605,1.6305692780695746,7.4610013580322345
2021-10-05,260.1966552734375,265.7699890136719,258.0666809082031,261.6000061035156,55297800,253.62283630371093,242.28000183105468,234.20701728820802,256.8254951944663,251.36690468049235,258.02423434688285,5.458590513973974,5.394813793674453,0.0637767202995203,59.89923059466026,253.62283630371093,5.874160064233707,265.37115643217834,241.8745161752435,23.496640256934825,0.779776976531203,5.573581183708299,7.166661943708148,2455259400,59227665.0,-0.1202850103416031,7.70330810546875,2.960571532855961,2.5919665064602024,7.395019525745407,0.9336481524301186,1.5391749477546053,8.072984542846655
2021-10-06,260.9166564941406,262.2200012207031,257.739990234375,258.7333374023437,43898400,254.10416946411132,243.19980163574218,234.35326721191407,257.45490462518546,252.07429370372557,258.6027187763344,5.3806109214598905,5.391973219231541,-0.011362297771650098,60.21733407170025,254.10416946411132,6.064275879643803,266.2327212233989,241.97561770482372,24.257103518575207,0.7808450326648665,4.097396991911791,7.217615400041852,2499157800,58603635.0,0.27671424905384434,4.480010986328125,1.7170275928431318,2.680981994272814,7.284896919831479,0.7490729883905666,1.5392044223206385,8.846534423828103
2021-10-07,264.53668212890625,268.3333435058594,261.1266784667969,261.82000732421875,57587400,254.75000381469727,244.17733520507812,234.59285064697266,258.5444088565271,252.9974335870723,259.7895114468488,5.546975269454833,5.422973629276199,0.12400164017863435,62.69156608617056,254.75000381469727,6.460640163373994,267.67128414144526,241.82872348794928,25.84256065349598,0.8787038925991664,5.303599467841531,7.484522138323102,2556745200,59371350.0,1.3874260399496352,7.2066650390625,2.7242592524656977,3.8416793592386838,8.337934766438845,0.969952679196279,1.56173873998774,9.584484558105459
